harga,lokasi,luas_bangunan,luas_tanah,kamar,kamar_mandi,listrik,interior,parkir,sertifikat
700012000.0,Sleman,36,73,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 300 jt,Sleman,36,90,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 4,5 M",Yogyakarta,350,418,10,8,5500,Tak Berperabot,4.0,SHM - Sertifikat Hak Milik
1350000000.0,Yogyakarta,225,150,3,3,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
985000000.0,Sleman,100,125,2,1,1300,Sebagian,1.0,SHM - Sertifikat Hak Milik
825000000.0,Sleman,36,80,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2200000000.0,Sleman,110,109,3,3,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2600000000.0,Sleman,100,172,4,2,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1750000000.0,Sleman,85,138,3,2,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
680000000.0,Sleman,36,76,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
6000000000.0,Kulon Progo,30,61,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1300000000.0,Sleman,80,125,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
845001200.0,Yogyakarta,500,401,5,5,3500,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
285000000.0,Sleman,73,149,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
720000000.0,Yogyakarta,101,101,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
400000000.0,Sleman,400,265,4,4,4400,Lengkap,1.0,SHM - Sertifikat Hak Milik
Rp 750 jt,Yogyakarta,85,93,3,2,2200,Sebagian,1.0,SHM - Sertifikat Hak Milik
435000000.0,Yogyakarta,70,95,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1260000222.0,Sleman,55,96,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
3599999000.0,Sleman,95,101,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1700000000.0,Yogyakarta,160,130,5,4,2200,Sebagian,3.0,SHM - Sertifikat Hak Milik
3599999000.0,Sleman,110,95,4,3,2200,Sebagian,1.0,SHM - Sertifikat Hak Milik
3599999000.0,Sleman,145,212,4,2,2200,Lengkap,2.0,SHM - Sertifikat Hak Milik
1500000000.0,Sleman,95,101,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1400000000.0,Sleman,105,106,3,2,2200,Tak Berperabot,2.0,SHGB - Hak Guna Bangunan
1500000000.0,Yogyakarta,75,104,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2100000000.0,Sleman,600,970,7,6,4400,Sebagian,7.0,SHM - Sertifikat Hak Milik
525000000.0,Sleman,45,100,2,1,2200,Sebagian,1.0,SHM - Sertifikat Hak Milik
1100000000.0,Yogyakarta,200,285,7,3,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1100000000.0,Yogyakarta,110,112,5,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
900000000.0,Bantul,420,287,5,7,3500,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
375000000.0,Bantul,72,131,2,1,900,Lengkap,2.0,SHM - Sertifikat Hak Milik
560000000.0,Yogyakarta,279,279,5,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1800000000.0,Sleman,95,101,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
850000000.0,Sleman,88,115,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 83 jt,Sleman,150,150,4,4,1300,Lengkap,1.0,SHM - Sertifikat Hak Milik
Rp 550 jt,Sleman,95,101,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
254001000.0,Bantul,70,98,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1250000000.0,Sleman,250,275,3,2,3500,Tak Berperabot,3.0,SHGB - Hak Guna Bangunan
Rp 550 jt,Sleman,95,101,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 3,75 M",Sleman,385,268,5,4,3500,Tak Berperabot,2.0,SHGB - Hak Guna Bangunan
Rp 999 jt,Sleman,60,128,3,2,2200,Sebagian,1.0,SHM - Sertifikat Hak Milik
Rp 940 jt,Sleman,100,104,3,2,1300,Sebagian,1.0,SHM - Sertifikat Hak Milik
396000000.0,Sleman,100,157,3,1,1300,Sebagian,2.0,SHM - Sertifikat Hak Milik
1950000000.0,Sleman,100,157,4,3,1300,Sebagian,2.0,SHM - Sertifikat Hak Milik
"Rp 1,65 M",Yogyakarta,150,400,3,2,1300,Sebagian,4.0,SHM - Sertifikat Hak Milik
"Rp 6,9 M",Sleman,228,244,5,3,11000,Tak Berperabot,2.0,SHGB - Hak Guna Bangunan
1860000000.0,Sleman,150,115,4,2,3500,Sebagian,1.0,SHGB - Hak Guna Bangunan
1860000000.0,Sleman,86,106,4,3,2200,Tak Berperabot,1.0,SHGB - Hak Guna Bangunan
"Rp 1,2 M",Sleman,83,163,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
300000000.0,Sleman,80,98,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
295000000.0,Sleman,65,103,2,1,1300,Sebagian,1.0,SHM - Sertifikat Hak Milik
395000000.0,Sleman,36,77,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2200000000.0,Sleman,45,90,2,1,1300,Tak Berperabot,1.0,SHGB - Hak Guna Bangunan
565000000.0,Sleman,150,150,3,3,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
415000000.0,Sleman,120,109,4,3,1300,Lengkap,1.0,SHM - Sertifikat Hak Milik
1800000000.0,Bantul,60,86,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
725000000.0,Sleman,110,147,3,3,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
6000000000.0,Bantul,45,106,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 6,5 M",Sleman,264,310,4,3,4400,Lengkap,3.0,SHM - Sertifikat Hak Milik
799000000.0,Sleman,200,674,3,3,2200,Lengkap,10.0,SHM - Sertifikat Hak Milik
Rp 280 jt,Sleman,36,66,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2500000000.0,Sleman,600,1225,5,5,6600,Sebagian,10.0,SHM - Sertifikat Hak Milik
6700000000.0,Sleman,80,148,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
2000000000.0,Sleman,36,80,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1600000000.0,Sleman,170,145,3,3,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
550000000.0,Sleman,36,75,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
585000000.0,Bantul,45,95,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1150000000.0,Sleman,36,74,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1300000000.0,Sleman,36,77,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 435 jt,Sleman,36,76,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
5450000000.0,Sleman,36,90,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2300000000.0,Sleman,45,105,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
820000000.0,Sleman,129,139,5,3,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
680000000.0,Sleman,36,60,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
975000000.0,Bantul,55,78,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
765000000.0,Sleman,200,489,5,6,2200,Sebagian,2.0,SHGB - Hak Guna Bangunan
750000000.0,Bantul,45,83,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 3,95 M",Sleman,252,419,5,5,5500,Lengkap,3.0,SHM - Sertifikat Hak Milik
Rp 600 jt,Kulon Progo,50,90,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
7500000000.0,Kulon Progo,180,251,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
4000000000.0,Sleman,36,128,3,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
975000000.0,Kulon Progo,30,60,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1500000000.0,Bantul,107,107,2,1,0,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
10000000000.0,Yogyakarta,154,130,3,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
950000000.0,Sleman,50,125,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2000000000.0,Bantul,60,113,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
3200000000.0,Bantul,45,80,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 380 jt,Bantul,50,71,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
3150000000.0,Sleman,36,91,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
485000000.0,Sleman,120,157,4,3,0,Sebagian,2.0,SHM - Sertifikat Hak Milik
1398000000.0,Yogyakarta,280,220,4,4,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
850000000.0,Sleman,130,148,3,2,2200,Lengkap,2.0,SHM - Sertifikat Hak Milik
1500000000.0,Bantul,40,78,2,1,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
2226000000.0,Yogyakarta,120,156,3,3,2200,Lengkap,2.0,SHM - Sertifikat Hak Milik
Rp 415 jt,Bantul,45,107,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1575000000.0,Yogyakarta,60,83,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1978000000.0,Bantul,45,83,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1914000000.0,Yogyakarta,154,130,3,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
2216000000.0,Bantul,67,105,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
3100000000.0,Yogyakarta,154,130,3,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 575,000111 jt",Kulon Progo,60,110,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1940000000.0,Bantul,50,98,2,1,0,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1945000000.0,Yogyakarta,154,130,3,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
3770000000.0,Sleman,40,72,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1250000000.0,Yogyakarta,1,150,2,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
950000000.0,Yogyakarta,154,130,3,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1750000000.0,Sleman,180,119,5,3,1300,Sebagian,1.0,SHM - Sertifikat Hak Milik
2100000000.0,Sleman,36,128,3,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1200000000.0,Bantul,36,72,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
869137000.0,Sleman,70,98,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
830000000.0,Sleman,85,120,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1200000000.0,Sleman,95,101,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1587000000.0,Yogyakarta,869,2021,10,10,2200,Sebagian,10.0,SHM - Sertifikat Hak Milik
1600000000.0,Sleman,120,214,4,3,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 2,2 M",Sleman,160,128,3,3,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1525000000.0,Bantul,250,200,3,3,2200,Sebagian,3.0,SHM - Sertifikat Hak Milik
1100000000.0,Bantul,36,72,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
420000000.0,Sleman,36,90,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,6 M",Yogyakarta,80,143,3,2,0,Sebagian,2.0,SHM - Sertifikat Hak Milik
"Rp 1,2 M",Sleman,234,234,6,3,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 295 jt,Sleman,36,75,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
15000000000.0,Bantul,77,106,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
450,Bantul,106,45,2,1,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
2500000000.0,Yogyakarta,200,150,8,9,7700,Lengkap,4.0,SHM - Sertifikat Hak Milik
"Rp 1,476000111 M",Sleman,80,104,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 295 jt,Sleman,36,80,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
890937390.0,Bantul,70,85,3,2,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1560894000.0,Bantul,70,85,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1560890909.0,Sleman,212,500,10,10,3500,Lengkap,9.0,SHM - Sertifikat Hak Milik
1444400000.0,Sleman,235,164,3,2,2200,Sebagian,3.0,SHM - Sertifikat Hak Milik
1444000000.0,Sleman,125,125,10,10,2200,Lengkap,2.0,SHM - Sertifikat Hak Milik
587890900.0,Sleman,70,98,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 895 jt,Sleman,93,91,3,2,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
"Rp 2,2 M",Sleman,200,245,10,7,1300,Lengkap,4.0,SHM - Sertifikat Hak Milik
3175000000.0,Sleman,390,365,7,5,5500,Sebagian,3.0,SHM - Sertifikat Hak Milik
1350000000.0,Sleman,120,121,4,3,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
434001900.0,Kulon Progo,150,178,2,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
680023000.0,Kulon Progo,150,168,3,2,1300,Sebagian,2.0,SHM - Sertifikat Hak Milik
415009000.0,Kulon Progo,45,131,3,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
150000000.0,Sleman,80,121,3,2,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
2600000000.0,Sleman,55,88,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2250000000.0,Bantul,230,284,5,3,900,Sebagian,1.0,SHM - Sertifikat Hak Milik
1990000000.0,Bantul,78,82,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1550000000.0,Sleman,36,71,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
435000000.0,Yogyakarta,300,265,6,3,3500,Tak Berperabot,3.0,SHM - Sertifikat Hak Milik
1200000000.0,Sleman,36,123,2,1,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
6000000000.0,Sleman,329,329,5,5,2200,Lengkap,1.0,SHM - Sertifikat Hak Milik
3200000000.0,Yogyakarta,150,150,2,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1699000000.0,Sleman,250,1112,4,4,2200,Sebagian,4.0,SHM - Sertifikat Hak Milik
1505000000.0,Sleman,83,83,2,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1699000000.0,Sleman,84,146,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2973300000.0,Sleman,180,119,5,3,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 1,7 M",Yogyakarta,150,150,3,3,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
575000000.0,Yogyakarta,140,137,5,4,3500,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
450000000.0,Bantul,90,127,2,2,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1100000000.0,Yogyakarta,200,200,6,4,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 475 jt,Sleman,55,88,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1150000000.0,Sleman,200,123,3,3,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1700000000.0,Sleman,99,122,4,3,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 599 jt,Sleman,80,136,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 850,000888 jt",Sleman,45,112,2,1,1300,Sebagian,1.0,SHM - Sertifikat Hak Milik
Rp 435 jt,Bantul,36,72,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1000000000.0,Sleman,55,88,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2200000000.0,Yogyakarta,345,195,10,9,8000,Sebagian,3.0,SHGB - Hak Guna Bangunan
2200000000.0,Sleman,95,101,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2000000000.0,Sleman,80,167,3,3,3500,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1630000000.0,Sleman,40,79,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,8 M",Sleman,250,200,10,10,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1800000000.0,Bantul,75,135,2,2,1300,Sebagian,1.0,SHM - Sertifikat Hak Milik
"Rp 1,9 M",Sleman,340,176,8,5,3500,Lengkap,4.0,SHM - Sertifikat Hak Milik
1690000000.0,Yogyakarta,100,118,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 430 jt,Bantul,45,85,2,1,0,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,505 M",Sleman,95,143,4,3,3500,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 325 jt,Sleman,45,103,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
699000000.0,Sleman,850,313,10,10,7700,Sebagian,10.0,SHGB - Hak Guna Bangunan
590000000.0,Sleman,1100,642,10,10,7700,Lengkap,10.0,SHM - Sertifikat Hak Milik
"Rp 1,700030033 M",Sleman,110,200,4,4,3500,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
650000000.0,Sleman,500,1075,10,10,4400,Tak Berperabot,3.0,SHM - Sertifikat Hak Milik
950000000.0,Sleman,98,98,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2650000000.0,Bantul,250,240,5,3,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
390000000000.0,Bantul,70,90,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
225000000.0,Sleman,164,115,5,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1550000000.0,Sleman,164,115,5,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1500000000.0,Sleman,84,100,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1500000000.0,Sleman,84,100,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1800000000.0,Sleman,171,112,4,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1800000000.0,Sleman,159,109,4,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
2500000000.0,Sleman,84,100,3,2,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1300000000.0,Sleman,84,100,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2500000000.0,Sleman,84,100,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2990000000.0,Sleman,160,120,4,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
6000000000.0,Sleman,310,199,10,10,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
2000000000.0,Sleman,55,88,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,8 M",Sleman,200,123,3,3,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 2,25 M",Yogyakarta,200,200,6,4,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
950000000.0,Sleman,597,862,6,6,11000,Tak Berperabot,4.0,SHM - Sertifikat Hak Milik
Rp 550 jt,Sleman,95,101,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
12500000000.0,Sleman,115,167,3,3,2200,Tak Berperabot,3.0,SHM - Sertifikat Hak Milik
1200000000.0,Sleman,255,231,6,4,7700,Tak Berperabot,3.0,SHGB - Hak Guna Bangunan
Rp 727 jt,Sleman,65,109,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,1 M",Sleman,115,99,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
800000000.0,Sleman,210,120,4,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 2,25 M",Sleman,160,120,4,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
2889108000.0,Sleman,164,120,5,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
4500000000.0,Sleman,144,180,4,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 946 jt,Sleman,100,90,4,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
3100000000.0,Sleman,159,108,4,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
480000000.0,Sleman,171,122,4,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 1,42 M",Sleman,142,120,5,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
850021000.0,Sleman,90,100,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
900000089.0,Sleman,84,100,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
297000000.0,Sleman,70,100,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 2,5 M",Sleman,210,120,4,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 2,25 M",Sleman,160,120,4,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 1,55 M",Sleman,164,115,5,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
140000000000.0,Sleman,144,180,4,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
140000000000.0,Sleman,100,90,4,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1750000000.0,Sleman,144,112,4,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 1,78 M",Sleman,124,110,4,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
500000000.0,Sleman,114,120,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 890 jt,Sleman,90,100,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1799000000.0,Sleman,70,108,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
675000000.0,Sleman,150,120,4,4,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1799000000.0,Sleman,80,167,3,3,2200,Lengkap,2.0,SHM - Sertifikat Hak Milik
200000000.0,Sleman,101,101,3,2,2200,Sebagian,1.0,SHM - Sertifikat Hak Milik
1799000000.0,Sleman,70,120,2,1,1300,Sebagian,1.0,SHM - Sertifikat Hak Milik
435000000.0,Sleman,80,122,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
490000000.0,Yogyakarta,220,208,5,4,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1799000000.0,Bantul,265,190,5,3,3500,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1500000000.0,Sleman,180,160,2,1,2200,Sebagian,1.0,SHM - Sertifikat Hak Milik
2900000000.0,Sleman,181,197,5,4,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
3600000000.0,Yogyakarta,200,200,6,4,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 475 jt,Sleman,55,88,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 700 jt,Yogyakarta,75,104,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2973300000.0,Yogyakarta,100,313,3,3,1300,Tak Berperabot,4.0,SHM - Sertifikat Hak Milik
9000000000.0,Yogyakarta,97,137,6,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
800000000.0,Yogyakarta,200,200,6,4,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 4,53546 M",Sleman,240,145,5,5,3500,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
9500000000.0,Sleman,146,110,4,4,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
2337300000.0,Sleman,36,128,3,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 850 jt,Yogyakarta,97,101,3,2,1300,Sebagian,2.0,SHM - Sertifikat Hak Milik
1560909090.0,Sleman,400,600,2,2,2200,Tak Berperabot,4.0,SHM - Sertifikat Hak Milik
1560890900.0,Sleman,80,167,3,3,3500,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1774800000.0,Sleman,400,254,7,4,5500,Tak Berperabot,1.0,SHGB - Hak Guna Bangunan
1774000000.0,Yogyakarta,1000,744,6,6,11000,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1600000000.0,Bantul,60,83,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
280000000.0,Yogyakarta,200,309,7,3,1300,Lengkap,4.0,SHM - Sertifikat Hak Milik
"Rp 1,3 M",Sleman,130,98,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1550000000.0,Sleman,36,74,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1650000000.0,Sleman,36,90,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 295 jt,Sleman,36,75,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 675 jt,Bantul,50,85,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1500000000.0,Sleman,175,200,5,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1500000000.0,Sleman,70,123,3,2,1300,Sebagian,2.0,SHM - Sertifikat Hak Milik
625000000.0,Sleman,165,302,4,3,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
2400000000.0,Bantul,55,78,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 379 jt,Sleman,36,73,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
625000000.0,Sleman,760,348,10,10,0,Tak Berperabot,6.0,SHM - Sertifikat Hak Milik
2500000000.0,Sleman,36,80,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
9500000000.0,Sleman,36,76,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
