harga,lokasi,luas_bangunan,luas_tanah,kamar,kamar_mandi,listrik,interior,parkir,sertifikat
397000000.0,Yogyakarta,170,213,4,4,3500,Sebagian,2.0,SHM - Sertifikat Hak Milik
1900000000.0,Yogyakarta,170,213,4,4,3500,Sebagian,2.0,SHM - Sertifikat Hak Milik
365000000.0,Sleman,180,146,4,4,2200,Tak Berperabot,3.0,SHM - Sertifikat Hak Milik
525000000.0,Sleman,180,146,4,4,2200,Tak Berperabot,3.0,SHM - Sertifikat Hak Milik
"Rp 1,5 M",Sleman,150,152,3,3,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
264000000.0,Sleman,150,152,3,3,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
575000000.0,Sleman,140,214,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
402300000.0,Sleman,140,214,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
375000000.0,Yogyakarta,130,114,4,3,1300,Sebagian,2.0,SHM - Sertifikat Hak Milik
"Rp 1,2 M",Yogyakarta,130,114,4,3,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
2200000000.0,Sleman,150,135,3,3,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
440000000.0,Sleman,150,135,3,3,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
1500000000.0,Sleman,150,166,5,6,3500,Sebagian,4.0,SHM - Sertifikat Hak Milik
1780000000.0,Sleman,150,166,5,6,3500,Sebagian,4.0,SHM - Sertifikat Hak Milik
715000000.0,Bantul,154,130,5,6,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
"Rp 1,6 M",Bantul,154,130,5,6,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
450000000.0,Bantul,100,108,3,3,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
"Rp 1,2 M",Sleman,100,108,3,3,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
403500000.0,Sleman,95,114,3,2,2200,Sebagian,1.0,SHM - Sertifikat Hak Milik
415000000.0,Sleman,95,114,3,2,2200,Sebagian,1.0,SHM - Sertifikat Hak Milik
413333000.0,Sleman,110,125,3,3,2200,Sebagian,1.0,SHM - Sertifikat Hak Milik
"Rp 2,5 M",Bantul,145,279,3,4,2200,Sebagian,1.0,SHM - Sertifikat Hak Milik
"Rp 2,5 M",Bantul,145,279,3,4,2200,Sebagian,1.0,SHM - Sertifikat Hak Milik
Rp 2 M,Sleman,165,150,4,3,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
Rp 2 M,Sleman,165,150,4,3,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
"Rp 1,85 M",Sleman,200,120,3,3,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
450000000.0,Sleman,200,120,3,3,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
395000000.0,Sleman,1200,1034,10,10,3500,Sebagian,3.0,SHM - Sertifikat Hak Milik
475000000.0,Sleman,1200,1034,10,10,5500,Sebagian,3.0,SHM - Sertifikat Hak Milik
"Rp 9,85 M",Sleman,1200,1034,10,10,6600,Sebagian,10.0,SHM - Sertifikat Hak Milik
"Rp 1,9 M",Sleman,145,216,3,3,3500,Sebagian,2.0,SHM - Sertifikat Hak Milik
"Rp 6,5 M",Sleman,490,379,4,4,5500,Lengkap,4.0,SHM - Sertifikat Hak Milik
"Rp 4,95 M",Sleman,500,407,3,5,4400,Sebagian,4.0,SHM - Sertifikat Hak Milik
"Rp 9,5 M",Sleman,399,532,4,4,5500,Lengkap,4.0,SHM - Sertifikat Hak Milik
5274000000.0,Sleman,339,532,4,4,5500,Lengkap,4.0,SHM - Sertifikat Hak Milik
1495094900.0,Sleman,165,160,10,10,1300,Lengkap,3.0,SHM - Sertifikat Hak Milik
4800000000.0,Sleman,165,160,10,10,2200,Sebagian,3.0,SHM - Sertifikat Hak Milik
1900000000.0,Sleman,200,145,4,3,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
"Rp 5,5 M",Yogyakarta,200,286,5,6,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1780293000.0,Sleman,118,87,3,3,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
2130920000.0000002,Sleman,50,126,2,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1000000000.0,Yogyakarta,70,87,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
4250000000.0,Yogyakarta,75,63,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1000000000.0,Sleman,900,781,10,10,24000,Sebagian,10.0,SHM - Sertifikat Hak Milik
1100000000.0,Sleman,135,148,3,2,2200,Lengkap,2.0,SHM - Sertifikat Hak Milik
"Rp 1,35 M",Yogyakarta,144,144,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 180 jt,Sleman,21,77,1,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
680928390.0,Yogyakarta,75,63,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 715 jt,Yogyakarta,75,63,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2625990900.0,Bantul,45,84,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 765 jt,Sleman,65,91,2,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2525000000.0,Sleman,50,126,2,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2525000000.0,Sleman,55,99,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
562000048.0,Sleman,102,126,4,3,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
600000000.0,Yogyakarta,597,585,10,10,13900,Sebagian,5.0,SHM - Sertifikat Hak Milik
2525000000.0,Sleman,126,200,4,3,1300,Tak Berperabot,2.0,SHGB - Hak Guna Bangunan
2525000000.0,Sleman,60,120,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,45 M",Sleman,280,109,10,10,1300,Sebagian,2.0,SHM - Sertifikat Hak Milik
391500900.0,Yogyakarta,161,782,5,2,2200,Tak Berperabot,5.0,SHM - Sertifikat Hak Milik
180000000.0,Sleman,136,126,4,4,3500,Lengkap,1.0,SHM - Sertifikat Hak Milik
551082000.0,Yogyakarta,600,1140,8,4,4400,Lengkap,2.0,SHM - Sertifikat Hak Milik
"Rp 7,5 M",Sleman,500,648,10,10,2200,Tak Berperabot,4.0,SHM - Sertifikat Hak Milik
3500000000.0,Sleman,36,87,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1650000000.0,Sleman,700,650,5,7,5500,Lengkap,7.0,SHM - Sertifikat Hak Milik
2973300000.0,Sleman,200,145,4,3,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
2973300000.0,Yogyakarta,261,889,6,4,7700,Sebagian,5.0,SHM - Sertifikat Hak Milik
2973300000.0,Sleman,350,220,4,4,5500,Lengkap,2.0,SHM - Sertifikat Hak Milik
2973300000.0,Sleman,350,220,4,4,5500,Lengkap,2.0,SHM - Sertifikat Hak Milik
2973300000.0,Sleman,500,407,3,5,4400,Sebagian,4.0,SHM - Sertifikat Hak Milik
"Rp 6,5 M",Sleman,490,379,4,4,5500,Lengkap,4.0,SHM - Sertifikat Hak Milik
2650000000.0,Sleman,210,100,10,10,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
1150000000.0,Sleman,210,100,10,10,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
1500000000.0,Sleman,266,156,10,10,1300,Sebagian,4.0,SHM - Sertifikat Hak Milik
1600000000.0,Sleman,266,156,10,10,1300,Sebagian,4.0,SHM - Sertifikat Hak Milik
3000000000.0,Sleman,200,100,9,10,2200,Sebagian,4.0,SHM - Sertifikat Hak Milik
430000000.0,Sleman,200,100,9,10,2200,Sebagian,4.0,SHM - Sertifikat Hak Milik
1700000000.0,Sleman,45,128,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2650000000.0,Sleman,175,200,5,2,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
2800000000.0,Sleman,60,90,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1100000000.0,Bantul,55,78,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
3500000000.0,Bantul,45,93,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1350000000.0,Bantul,55,78,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2525000000.0,Yogyakarta,83,83,2,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1950000000.0,Yogyakarta,90,111,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1800000000.0,Sleman,80,127,3,2,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
594200000.0,Sleman,100,140,3,2,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
376000000.0,Sleman,180,119,5,3,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 850 jt,Sleman,60,113,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
107800000.0,Bantul,120,138,4,2,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
684000000.0,Sleman,200,184,6,3,2200,Sebagian,4.0,SHGB - Hak Guna Bangunan
"Rp 680,92903 jt",Sleman,70,100,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1800000000.0,Sleman,84,100,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1700000000.0,Sleman,90,100,3,2,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1445000000.0,Sleman,65,100,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1500000000.0,Sleman,159,108,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 450 jt,Bantul,45,85,2,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
20000000000.0,Bantul,40,61,2,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1650000000.0,Bantul,45,93,2,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 450 jt,Bantul,65,105,2,2,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1300000000.0,Bantul,45,80,2,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1300000000.0,Bantul,45,75,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1750000000.0,Bantul,45,81,2,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1450000000.0,Bantul,60,88,2,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
795000000.0,Sleman,171,124,5,4,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
2099999999.0,Bantul,55,92,6,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
790000000.0,Bantul,45,97,2,1,900,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 1,1 M",Yogyakarta,90,113,3,3,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 750 jt,Sleman,60,114,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
800000000.0,Sleman,100,174,5,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
800000000.0,Sleman,144,584,1,3,5500,Tak Berperabot,5.0,SHM - Sertifikat Hak Milik
1300000000.0,Sleman,122,128,2,1,2200,Sebagian,1.0,SHM - Sertifikat Hak Milik
5500000000.0,Sleman,113,113,3,2,1300,Sebagian,1.0,SHM - Sertifikat Hak Milik
1999000000.0,Sleman,45,98,2,1,1300,Sebagian,1.0,SHM - Sertifikat Hak Milik
Rp 670 jt,Sleman,70,123,3,2,1300,Sebagian,1.0,SHM - Sertifikat Hak Milik
975000000.0,Sleman,60,112,3,2,1300,Sebagian,2.0,SHM - Sertifikat Hak Milik
"Rp 3,75 M",Sleman,329,300,5,5,3500,Lengkap,2.0,SHM - Sertifikat Hak Milik
"Rp 2,6 M",Yogyakarta,250,1112,4,5,5500,Lengkap,4.0,SHM - Sertifikat Hak Milik
1300000000.0,Yogyakarta,120,134,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
543000000.0,Sleman,56,98,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,1 M",Yogyakarta,85,110,3,1,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1500000000.0,Sleman,180,156,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 715 jt,Yogyakarta,75,63,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
425000000.0,Yogyakarta,75,63,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,1 M",Sleman,125,175,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
950000000.0,Sleman,164,115,6,4,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 1,8 M",Sleman,136,140,3,2,1300,Sebagian,2.0,SHM - Sertifikat Hak Milik
4000000000.0,Sleman,100,125,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1100000000.0,Bantul,60,120,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2500000000.0,Sleman,550,330,9,4,3500,Tak Berperabot,3.0,SHM - Sertifikat Hak Milik
4260375000.0,Sleman,143,100,5,4,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
2700000000.0,Sleman,100,90,4,3,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
3500000000.0,Yogyakarta,256,215,4,5,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
2889108000.0,Yogyakarta,200,309,4,4,3500,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
5272312500.0,Sleman,110,187,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2500000000.0,Yogyakarta,256,215,4,5,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
4600000000.0,Sleman,168,120,5,4,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
3250000000.0,Bantul,180,201,4,2,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
"Rp 2,62589309 M",Sleman,218,120,5,4,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 1,495 M",Sleman,142,120,5,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1400000000.0,Yogyakarta,200,145,6,4,2200,Sebagian,4.0,SHM - Sertifikat Hak Milik
5000000000.0,Yogyakarta,215,256,4,5,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1500000000.0,Sleman,36,90,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1150000000.0,Bantul,36,82,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 3,599999 M",Yogyakarta,256,215,4,5,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 3,599999 M",Yogyakarta,256,215,4,5,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 210,000048 jt",Sleman,27,60,2,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 299 jt,Bantul,36,72,2,1,1300,Tak Berperabot,1.0,SHGB - Hak Guna Bangunan
760000000.0,Sleman,36,60,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1150000000.0,Sleman,95,109,2,2,1300,Sebagian,1.0,SHM - Sertifikat Hak Milik
Rp 389 jt,Sleman,36,75,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 435 jt,Sleman,36,76,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 180 jt,Sleman,21,77,1,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
975000000.0,Sleman,70,100,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
10000000000.0,Sleman,90,100,3,2,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
799000000.0,Sleman,164,115,6,4,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 1,1309293 M",Sleman,100,90,4,3,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
470000000.0,Sleman,40,78,2,1,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1115000000.0,Bantul,300,590,5,2,2200,Tak Berperabot,8.0,SHM - Sertifikat Hak Milik
1350000000.0,Sleman,36,80,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
460000000.0,Sleman,40,80,2,1,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 1,97 M",Sleman,165,135,4,3,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
Rp 850 jt,Sleman,90,90,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,79 M",Sleman,112,122,3,2,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
1200000000.0,Bantul,95,120,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2300000000.0,Sleman,170,322,5,3,3500,Lengkap,2.0,SHM - Sertifikat Hak Milik
1870000000.0,Sleman,50,110,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
375000000.0,Sleman,190,119,5,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
280000000.0,Sleman,970,1100,10,10,10000,Lengkap,8.0,SHM - Sertifikat Hak Milik
Rp 765 jt,Sleman,65,91,2,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
647000000.0,Sleman,63,116,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
850000000.0,Sleman,56,98,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1350000000.0,Yogyakarta,161,161,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 2,6 M",Sleman,250,1112,4,4,3500,Sebagian,4.0,SHM - Sertifikat Hak Milik
263000000.0,Sleman,36,75,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 2,1 M",Sleman,100,125,4,4,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
242000000.0,Sleman,900,781,10,10,24000,Sebagian,10.0,SHM - Sertifikat Hak Milik
551000000.0,Sleman,306,153,5,3,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
355000000.0,Sleman,70,112,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1440000000.0,Sleman,126,200,4,3,1300,Tak Berperabot,2.0,SHGB - Hak Guna Bangunan
"Rp 2,75 M",Yogyakarta,200,388,6,3,1300,Tak Berperabot,3.0,SHM - Sertifikat Hak Milik
Rp 530 jt,Bantul,90,127,2,2,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
5000000000.0,Sleman,21,60,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
3300000000.0,Sleman,65,105,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2975000000.0,Bantul,448,1633,10,10,7600,Tak Berperabot,8.0,SHM - Sertifikat Hak Milik
Rp 3 M,Yogyakarta,253,153,5,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1975000000.0,Yogyakarta,160,100,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,5 M",Yogyakarta,120,105,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1505000000.0,Sleman,80,100,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1750000000.0,Sleman,223,162,4,3,1300,Sebagian,1.0,SHM - Sertifikat Hak Milik
8500000000.0,Yogyakarta,100,60,2,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
594750000.0,Yogyakarta,83,83,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1875000000.0,Sleman,220,253,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1900000000.0,Yogyakarta,70,119,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
775000000.0,Yogyakarta,700,500,7,8,5500,Sebagian,3.0,SHM - Sertifikat Hak Milik
1800000000.0,Bantul,124,121,4,4,3500,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,99 M",Bantul,187,167,4,3,4400,Lengkap,2.0,SHGB - Hak Guna Bangunan
946000000.0,Bantul,126,200,4,3,1300,Tak Berperabot,2.0,SHGB - Hak Guna Bangunan
Rp 975 jt,Sleman,250,311,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 400 jt,Sleman,50,81,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
946000000.0,Yogyakarta,450,450,10,10,17600,Lengkap,6.0,SHM - Sertifikat Hak Milik
946000000.0,Sleman,55,84,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
946000000.0,Yogyakarta,190,250,10,8,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 25 M,Sleman,357,370,4,5,2200,Lengkap,2.0,SHM - Sertifikat Hak Milik
Rp 8 M,Bantul,1500,745,8,5,11000,Tak Berperabot,3.0,SHGB - Hak Guna Bangunan
946000000.0,Sleman,600,545,8,7,2200,Tak Berperabot,5.0,SHM - Sertifikat Hak Milik
946000000.0,Sleman,306,153,5,3,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
946000000.0,Sleman,80,125,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 2,3 M",Sleman,241,275,6,3,3500,Tak Berperabot,6.0,SHGB - Hak Guna Bangunan
946000000.0,Sleman,126,200,4,3,1300,Tak Berperabot,2.0,SHGB - Hak Guna Bangunan
946000000.0,Bantul,218,109,9,10,1300,Lengkap,2.0,SHM - Sertifikat Hak Milik
946000000.0,Sleman,114,114,1,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
690000090.0,Yogyakarta,500,500,10,10,2200,Sebagian,5.0,SHM - Sertifikat Hak Milik
1400000000.0,Sleman,145,121,4,3,2200,Lengkap,2.0,SHM - Sertifikat Hak Milik
14000000000.0,Sleman,60,122,3,2,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 400 jt,Bantul,45,88,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 2 M,Yogyakarta,250,459,5,3,3500,Tak Berperabot,9.0,SHM - Sertifikat Hak Milik
445000000.0,Sleman,45,91,2,1,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
4750000000.0,Bantul,45,75,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1190000000.0,Bantul,44,83,2,1,1300,Lengkap,1.0,SHM - Sertifikat Hak Milik
1800000000.0,Yogyakarta,75,65,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 425 jt,Bantul,45,88,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
280000000.0,Bantul,45,91,2,1,1300,Sebagian,1.0,SHM - Sertifikat Hak Milik
4000000000.0,Bantul,45,100,2,1,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 385 jt,Bantul,45,100,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,2 M",Sleman,92,152,3,2,2200,Sebagian,3.0,SHM - Sertifikat Hak Milik
367000000.0,Sleman,120,109,3,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 2,1 M",Sleman,217,378,5,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 790 jt,Sleman,45,93,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
430000000.0,Sleman,36,100,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
470777777.0,Sleman,150,120,4,4,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
465000000.0,Sleman,65,144,3,2,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
285000000.0,Sleman,45,80,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2800000000.0,Bantul,45,75,2,1,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
435000000.0,Sleman,34,69,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
380000000.0,Sleman,45,103,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
280000000.0,Sleman,55,75,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 375 jt,Bantul,40,75,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1450000888.0,Bantul,60,83,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 2,2 M",Sleman,168,367,4,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
550000000.0,Bantul,60,86,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,5 M",Sleman,250,144,5,4,0,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,78 M",Sleman,100,119,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 715 jt,Yogyakarta,75,63,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
3599999000.0,Yogyakarta,75,63,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
367000000.0,Bantul,55,90,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1981012500.0,Sleman,55,120,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 403,5 jt",Bantul,56,78,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
295000000.0,Bantul,45,95,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
280000000.0,Bantul,60,83,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1800000000.0,Sleman,60,90,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
10000000000.0,Bantul,61,84,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
10000000000.0,Bantul,61,85,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1800000000.0,Bantul,45,82,2,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
4000000000.0,Bantul,55,136,2,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 450 jt,Bantul,45,97,2,1,900,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
367000000.0,Bantul,40,79,2,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
300000000.0,Bantul,45,80,2,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
4500000000.0,Bantul,45,80,2,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1650000000.0,Bantul,67,107,2,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1000000000.0,Sleman,45,100,2,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1110000071.0,Bantul,42,90,2,2,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1200000000.0,Sleman,60,84,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
